id,column_1,column_2
1498,D,cat_1
1499,B,cat_5
1500,D,cat_1
1501,C,cat_2
1502,C,cat_4
1503,A,cat_3
1504,D,cat_7
1505,D,cat_5
1506,B,cat_7
1507,C,cat_3
1508,D,cat_3
1509,C,cat_1
1510,B,cat_4
1511,D,cat_3
1512,A,cat_3
1513,D,cat_2
1514,D,cat_8
1515,B,cat_1
1516,D,cat_4
1517,C,cat_8
1518,A,cat_1
1519,A,cat_7
1520,B,cat_5
1521,A,cat_8
1522,C,cat_1
1523,C,cat_1
1524,B,cat_3
1525,B,cat_5
1526,B,cat_3
1527,A,cat_1
1528,D,cat_4
1529,B,cat_4
1530,C,cat_2
1531,C,cat_7
1532,C,cat_6
1533,D,cat_8
1534,C,cat_2
1535,A,cat_7
1536,C,cat_8
1537,A,cat_5
1538,D,cat_1
1539,A,cat_1
1540,C,cat_7
1541,D,cat_3
1542,C,cat_1
1543,B,cat_8
1544,C,cat_1
1545,A,cat_2
1546,C,cat_5
1547,B,cat_6
1548,A,cat_8
1549,A,cat_2
1550,B,cat_8
1551,D,cat_6
1552,D,cat_3
1553,A,cat_6
1554,A,cat_3
1555,A,cat_3
1556,B,cat_1
1557,B,cat_3
1558,B,cat_2
1559,D,cat_1
1560,C,cat_5
1561,C,cat_3
1562,B,cat_8
1563,C,cat_3
1564,D,cat_3
1565,A,cat_1
1566,D,cat_5
1567,B,cat_8
1568,D,cat_4
1569,D,cat_1
1570,D,cat_6
1571,A,cat_1
1572,C,cat_8
1573,B,cat_8
1574,B,cat_1
1575,D,cat_5
1576,A,cat_8
1577,B,cat_2
1578,D,cat_4
1579,B,cat_1
1580,D,cat_1
1581,D,cat_4
1582,D,cat_4
1583,A,cat_8
1584,D,cat_3
1585,A,cat_2
1586,B,cat_2
1587,A,cat_1
1588,A,cat_5
1589,A,cat_5
1590,C,cat_8
1591,D,cat_6
1592,C,cat_5
1593,D,cat_4
1594,B,cat_8
1595,B,cat_6
1596,C,cat_4
1597,A,cat_6
1598,D,cat_7
1599,D,cat_2
1600,C,cat_8
1601,D,cat_1
1602,A,cat_1
1603,A,cat_2
1604,B,cat_5
1605,A,cat_5
1606,A,cat_7
1607,B,cat_1
1608,C,cat_6
1609,B,cat_3
1610,C,cat_4
1611,B,cat_8
1612,B,cat_3
1613,C,cat_3
1614,D,cat_5
1615,D,cat_5
1616,D,cat_4
1617,D,cat_3
1618,A,cat_1
1619,A,cat_1
1620,B,cat_3
1621,D,cat_7
1622,B,cat_5
1623,A,cat_1
1624,A,cat_5
1625,B,cat_2
1626,C,cat_7
1627,B,cat_8
1628,B,cat_8
1629,A,cat_4
1630,C,cat_6
1631,B,cat_7
1632,A,cat_8
1633,C,cat_1
1634,C,cat_8
1635,B,cat_3
1636,B,cat_7
1637,C,cat_5
1638,D,cat_5
1639,D,cat_1
1640,D,cat_8
1641,D,cat_2
1642,C,cat_7
1643,C,cat_1
1644,D,cat_7
1645,C,cat_1
1646,D,cat_4
1647,C,cat_5
1648,D,cat_3
1649,B,cat_4
1650,C,cat_5
1651,A,cat_8
1652,A,cat_1
1653,B,cat_6
1654,D,cat_1
1655,D,cat_8
1656,B,cat_4
1657,D,cat_5
1658,D,cat_5
1659,D,cat_6
1660,C,cat_5
1661,C,cat_4
1662,D,cat_5
1663,B,cat_1
1664,D,cat_7
1665,D,cat_6
1666,A,cat_5
1667,D,cat_4
1668,D,cat_8
1669,D,cat_8
1670,B,cat_1
1671,C,cat_2
1672,B,cat_4
1673,A,cat_8
1674,D,cat_4
1675,A,cat_6
1676,C,cat_5
1677,A,cat_2
1678,A,cat_1
1679,A,cat_4
1680,C,cat_6
1681,B,cat_8
1682,B,cat_4
1683,B,cat_7
1684,D,cat_4
1685,C,cat_1
1686,C,cat_5
1687,A,cat_5
1688,A,cat_8
1689,A,cat_7
1690,B,cat_8
1691,B,cat_4
1692,D,cat_7
1693,D,cat_3
1694,C,cat_2
1695,C,cat_3
1696,C,cat_4
1697,B,cat_7
1698,C,cat_8
1699,B,cat_6
1700,A,cat_1
1701,A,cat_4
1702,C,cat_6
1703,C,cat_8
1704,B,cat_6
1705,B,cat_5
1706,D,cat_8
1707,B,cat_6
1708,A,cat_2
1709,A,cat_7
1710,D,cat_6
1711,A,cat_1
1712,D,cat_1
1713,A,cat_3
1714,B,cat_6
1715,A,cat_8
1716,C,cat_4
1717,C,cat_4
1718,D,cat_6
1719,C,cat_6
1720,C,cat_2
1721,B,cat_7
1722,C,cat_4
1723,C,cat_8
1724,C,cat_7
1725,D,cat_8
1726,D,cat_3
1727,D,cat_8
1728,D,cat_6
1729,B,cat_2
1730,A,cat_5
1731,C,cat_6
1732,D,cat_3
1733,B,cat_4
1734,A,cat_1
1735,C,cat_2
1736,C,cat_3
1737,D,cat_8
1738,D,cat_2
1739,C,cat_4
1740,B,cat_1
1741,B,cat_7
1742,C,cat_5
1743,D,cat_8
1744,B,cat_4
1745,B,cat_2
1746,B,cat_4
1747,B,cat_6
1748,D,cat_4
1749,A,cat_2
1750,C,cat_8
1751,C,cat_5
1752,B,cat_4
1753,A,cat_3
1754,A,cat_4
1755,C,cat_4
1756,B,cat_5
1757,B,cat_5
1758,B,cat_1
1759,C,cat_4
1760,C,cat_4
1761,D,cat_5
1762,B,cat_2
1763,A,cat_1
1764,A,cat_6
1765,D,cat_3
1766,C,cat_6
1767,C,cat_3
1768,C,cat_3
1769,D,cat_5
1770,A,cat_1
1771,B,cat_6
1772,A,cat_4
1773,A,cat_8
1774,D,cat_6
1775,D,cat_7
1776,B,cat_7
1777,B,cat_4
1778,B,cat_5
1779,D,cat_6
1780,A,cat_4
1781,A,cat_6
1782,B,cat_1
1783,B,cat_6
1784,A,cat_7
1785,C,cat_8
1786,C,cat_3
1787,B,cat_4
1788,C,cat_1
1789,C,cat_8
1790,A,cat_2
1791,A,cat_2
1792,C,cat_8
1793,D,cat_8
1794,B,cat_3
1795,C,cat_7
1796,A,cat_5
1797,A,cat_6
1798,A,cat_5
1799,A,cat_5
1800,B,cat_6
1801,C,cat_6
1802,B,cat_8
1803,A,cat_7
1804,B,cat_7
1805,A,cat_8
1806,D,cat_3
1807,B,cat_2
1808,A,cat_5
1809,A,cat_5
1810,B,cat_8
1811,A,cat_4
1812,A,cat_7
1813,C,cat_4
1814,A,cat_4
1815,A,cat_7
1816,B,cat_8
1817,B,cat_1
1818,D,cat_6
1819,A,cat_4
1820,B,cat_2
1821,B,cat_2
1822,A,cat_5
1823,B,cat_8
1824,D,cat_7
1825,B,cat_8
1826,D,cat_1
1827,D,cat_4
1828,D,cat_2
1829,B,cat_4
1830,D,cat_3
1831,A,cat_1
1832,C,cat_4
1833,D,cat_4
1834,D,cat_1
1835,D,cat_2
1836,D,cat_2
1837,B,cat_3
1838,A,cat_1
1839,B,cat_4
1840,A,cat_2
1841,C,cat_3
1842,A,cat_5
1843,D,cat_8
1844,B,cat_4
1845,D,cat_8
1846,D,cat_5
1847,A,cat_8
1848,A,cat_2
1849,B,cat_4
1850,D,cat_5
1851,B,cat_7
1852,B,cat_8
1853,B,cat_1
1854,D,cat_3
1855,B,cat_6
1856,C,cat_1
1857,A,cat_2
1858,D,cat_4
1859,B,cat_3
1860,A,cat_2
1861,B,cat_1
1862,C,cat_6
1863,C,cat_1
1864,D,cat_3
1865,C,cat_7
1866,D,cat_4
1867,D,cat_3
1868,D,cat_2
1869,B,cat_2
1870,C,cat_5
1871,A,cat_6
1872,D,cat_5
1873,B,cat_6
1874,D,cat_4
1875,A,cat_7
1876,B,cat_7
1877,C,cat_3
1878,B,cat_8
1879,B,cat_4
1880,C,cat_7
1881,D,cat_1
1882,B,cat_4
1883,B,cat_1
1884,B,cat_1
1885,A,cat_1
1886,A,cat_6
1887,A,cat_1
1888,D,cat_5
1889,B,cat_2
1890,B,cat_4
1891,A,cat_1
1892,D,cat_7
1893,C,cat_6
1894,A,cat_7
1895,D,cat_4
1896,B,cat_3
1897,C,cat_8
1898,C,cat_4
1899,C,cat_4
1900,B,cat_8
1901,B,cat_2
1902,B,cat_8
1903,A,cat_2
1904,B,cat_6
1905,A,cat_8
1906,A,cat_6
1907,B,cat_4
1908,A,cat_7
1909,D,cat_1
1910,B,cat_8
1911,D,cat_8
1912,A,cat_8
1913,B,cat_2
1914,D,cat_6
1915,D,cat_6
1916,C,cat_5
1917,B,cat_2
1918,B,cat_6
1919,B,cat_8
1920,A,cat_3
1921,A,cat_3
1922,B,cat_5
1923,C,cat_8
1924,B,cat_8
1925,A,cat_3
1926,D,cat_4
1927,B,cat_7
1928,C,cat_7
1929,B,cat_5
1930,C,cat_2
1931,D,cat_4
1932,D,cat_8
1933,D,cat_6
1934,B,cat_5
1935,A,cat_8
1936,D,cat_4
1937,D,cat_4
1938,C,cat_4
1939,C,cat_7
1940,C,cat_6
1941,C,cat_8
1942,C,cat_3
1943,D,cat_8
1944,B,cat_4
1945,D,cat_6
1946,B,cat_1
1947,D,cat_8
1948,A,cat_3
1949,D,cat_3
1950,A,cat_5
1951,A,cat_7
1952,B,cat_1
1953,C,cat_3
1954,B,cat_3
1955,B,cat_8
1956,A,cat_2
1957,A,cat_8
1958,C,cat_7
1959,A,cat_8
1960,D,cat_4
1961,B,cat_4
1962,C,cat_4
1963,D,cat_3
1964,D,cat_5
1965,C,cat_7
1966,B,cat_4
1967,D,cat_7
1968,C,cat_1
1969,B,cat_1
1970,D,cat_7
1971,B,cat_5
1972,A,cat_6
1973,D,cat_1
1974,D,cat_8
1975,C,cat_7
1976,C,cat_7
1977,A,cat_5
1978,A,cat_5
1979,B,cat_8
1980,C,cat_3
1981,D,cat_1
1982,A,cat_2
1983,D,cat_2
1984,A,cat_7
1985,D,cat_3
1986,C,cat_1
1987,D,cat_4
1988,D,cat_1
1989,A,cat_8
1990,D,cat_3
1991,C,cat_2
1992,B,cat_1
1993,B,cat_8
1994,C,cat_2
1995,C,cat_5
1996,D,cat_6
1997,B,cat_8
1998,B,cat_4
1999,D,cat_5
2000,D,cat_3
2001,B,cat_8
2002,D,cat_8
2003,A,cat_5
2004,C,cat_7
2005,D,cat_8
2006,C,cat_5
2007,C,cat_8
2008,B,cat_6
2009,B,cat_1
2010,C,cat_2
2011,C,cat_2
2012,C,cat_2
2013,D,cat_1
2014,B,cat_6
2015,A,cat_8
2016,C,cat_6
2017,D,cat_4
2018,D,cat_1
2019,A,cat_6
2020,B,cat_5
2021,C,cat_6
2022,A,cat_6
2023,C,cat_4
2024,D,cat_3
2025,B,cat_7
2026,C,cat_1
2027,B,cat_5
2028,D,cat_8
2029,C,cat_3
2030,A,cat_5
2031,D,cat_4
2032,C,cat_3
2033,C,cat_6
2034,C,cat_2
2035,D,cat_1
2036,A,cat_4
2037,B,cat_3
2038,B,cat_2
2039,A,cat_8
2040,B,cat_2
2041,C,cat_6
2042,B,cat_6
2043,A,cat_7
2044,C,cat_3
2045,C,cat_1
2046,A,cat_5
2047,A,cat_2
2048,A,cat_3
2049,A,cat_5
2050,A,cat_4
2051,C,cat_4
2052,D,cat_1
2053,D,cat_4
2054,D,cat_1
2055,B,cat_3
2056,C,cat_4
2057,D,cat_6
2058,A,cat_7
2059,B,cat_2
2060,B,cat_5
2061,C,cat_2
2062,A,cat_7
2063,B,cat_1
2064,D,cat_2
2065,A,cat_1
2066,C,cat_8
2067,D,cat_7
2068,C,cat_5
2069,A,cat_6
2070,C,cat_2
2071,A,cat_7
2072,D,cat_5
2073,A,cat_3
2074,B,cat_7
2075,A,cat_1
2076,D,cat_5
2077,C,cat_7
2078,A,cat_1
2079,D,cat_8
2080,B,cat_3
2081,B,cat_1
2082,A,cat_8
2083,A,cat_7
2084,A,cat_7
2085,B,cat_5
2086,A,cat_1
2087,C,cat_5
2088,C,cat_6
2089,A,cat_3
2090,D,cat_7
2091,A,cat_8
2092,D,cat_6
2093,B,cat_4
2094,B,cat_6
2095,C,cat_1
2096,B,cat_3
2097,D,cat_3
2098,B,cat_1
2099,D,cat_6
2100,C,cat_4
2101,C,cat_7
2102,A,cat_2
2103,D,cat_7
2104,C,cat_7
2105,D,cat_3
2106,D,cat_4
2107,B,cat_4
2108,A,cat_1
2109,A,cat_5
2110,A,cat_6
2111,C,cat_1
2112,A,cat_3
2113,B,cat_7
2114,B,cat_2
2115,C,cat_3
2116,B,cat_5
2117,B,cat_5
2118,A,cat_8
2119,C,cat_4
2120,C,cat_2
2121,C,cat_7
2122,B,cat_1
2123,A,cat_5
2124,C,cat_3
2125,D,cat_1
2126,A,cat_4
2127,C,cat_6
2128,A,cat_2
2129,C,cat_1
2130,A,cat_5
2131,B,cat_5
2132,A,cat_7
2133,D,cat_5
2134,B,cat_6
2135,C,cat_3
2136,C,cat_1
2137,C,cat_6
2138,D,cat_4
2139,B,cat_5
2140,D,cat_7
2141,A,cat_3
2142,C,cat_1
2143,B,cat_8
2144,D,cat_6
2145,B,cat_4
2146,A,cat_1
2147,C,cat_8
2148,C,cat_1
2149,C,cat_7
2150,D,cat_6
2151,C,cat_2
2152,B,cat_7
2153,C,cat_3
2154,D,cat_6
2155,B,cat_5
2156,D,cat_2
2157,B,cat_6
2158,B,cat_4
2159,A,cat_1
2160,B,cat_6
2161,C,cat_2
2162,A,cat_2
2163,B,cat_7
2164,B,cat_7
2165,B,cat_5
2166,A,cat_2
2167,A,cat_8
2168,D,cat_3
2169,C,cat_4
2170,A,cat_4
2171,D,cat_1
2172,A,cat_4
2173,A,cat_5
2174,A,cat_7
2175,D,cat_6
2176,C,cat_7
2177,B,cat_4
2178,C,cat_6
2179,C,cat_1
2180,B,cat_2
2181,D,cat_8
2182,D,cat_2
2183,B,cat_4
2184,C,cat_7
2185,A,cat_1
2186,A,cat_2
2187,C,cat_4
2188,C,cat_6
2189,A,cat_4
2190,A,cat_7
2191,A,cat_5
2192,A,cat_4
2193,C,cat_1
2194,C,cat_3
2195,C,cat_2
2196,B,cat_7
2197,D,cat_7
2198,D,cat_1
2199,D,cat_1
2200,B,cat_5
2201,C,cat_5
2202,D,cat_7
2203,C,cat_7
2204,D,cat_3
2205,D,cat_3
2206,B,cat_3
2207,B,cat_5
2208,B,cat_6
2209,A,cat_1
2210,B,cat_4
2211,A,cat_5
2212,D,cat_7
2213,A,cat_8
2214,B,cat_2
2215,A,cat_8
2216,D,cat_1
2217,A,cat_1
2218,A,cat_4
2219,C,cat_7
2220,A,cat_8
2221,A,cat_4
2222,C,cat_7
2223,A,cat_6
2224,A,cat_4
2225,D,cat_2
2226,B,cat_2
2227,A,cat_2
2228,D,cat_5
2229,A,cat_4
2230,D,cat_1
2231,D,cat_7
2232,A,cat_5
2233,B,cat_1
2234,C,cat_7
2235,A,cat_5
2236,D,cat_2
2237,C,cat_1
2238,D,cat_8
2239,C,cat_1
2240,D,cat_2
2241,A,cat_1
2242,A,cat_4
2243,D,cat_7
2244,A,cat_8
2245,D,cat_7
2246,B,cat_6
2247,D,cat_3
2248,A,cat_7
2249,D,cat_4
2250,A,cat_5
2251,C,cat_7
2252,C,cat_8
2253,C,cat_3
2254,B,cat_2
2255,A,cat_3
2256,D,cat_3
2257,B,cat_7
2258,A,cat_5
2259,A,cat_8
2260,B,cat_2
2261,B,cat_3
2262,C,cat_5
2263,D,cat_4
2264,D,cat_7
2265,D,cat_2
2266,B,cat_7
2267,B,cat_4
2268,C,cat_6
2269,B,cat_3
2270,C,cat_7
2271,D,cat_6
2272,B,cat_8
2273,D,cat_7
2274,B,cat_7
2275,C,cat_6
2276,D,cat_2
2277,C,cat_5
2278,B,cat_1
2279,C,cat_6
2280,A,cat_6
2281,C,cat_6
2282,D,cat_2
2283,D,cat_6
2284,D,cat_1
2285,B,cat_4
2286,B,cat_3
2287,B,cat_1
2288,A,cat_4
2289,A,cat_7
2290,D,cat_6
2291,B,cat_8
2292,A,cat_8
2293,A,cat_3
2294,A,cat_4
2295,D,cat_3
2296,A,cat_7
2297,A,cat_3
2298,C,cat_7
2299,B,cat_6
2300,D,cat_3
2301,D,cat_3
2302,D,cat_4
2303,D,cat_3
2304,B,cat_3
2305,D,cat_2
2306,B,cat_1
2307,B,cat_1
2308,C,cat_2
2309,D,cat_6
2310,C,cat_3
2311,A,cat_2
2312,A,cat_6
2313,A,cat_1
2314,C,cat_1
2315,A,cat_8
2316,B,cat_2
2317,C,cat_1
2318,A,cat_3
2319,A,cat_3
2320,D,cat_6
2321,C,cat_5
2322,D,cat_1
2323,D,cat_5
2324,D,cat_7
2325,A,cat_2
2326,D,cat_4
2327,A,cat_4
2328,A,cat_5
2329,B,cat_4
2330,A,cat_4
2331,B,cat_5
2332,A,cat_8
2333,B,cat_1
2334,D,cat_8
2335,B,cat_1
2336,B,cat_1
2337,D,cat_1
2338,C,cat_6
2339,A,cat_5
2340,A,cat_6
2341,B,cat_8
2342,B,cat_5
2343,C,cat_1
2344,D,cat_3
2345,D,cat_3
2346,B,cat_6
2347,C,cat_1
2348,C,cat_1
2349,A,cat_8
2350,B,cat_4
2351,A,cat_5
2352,C,cat_7
2353,A,cat_7
2354,D,cat_3
2355,D,cat_3
2356,A,cat_1
2357,C,cat_7
2358,C,cat_4
2359,C,cat_7
2360,C,cat_1
2361,C,cat_7
2362,A,cat_1
2363,B,cat_2
2364,B,cat_6
2365,A,cat_6
2366,C,cat_1
2367,C,cat_4
2368,C,cat_6
2369,D,cat_1
2370,D,cat_6
2371,D,cat_3
2372,A,cat_4
2373,D,cat_4
2374,B,cat_4
2375,A,cat_5
2376,A,cat_6
2377,A,cat_4
2378,C,cat_5
2379,C,cat_2
2380,A,cat_2
2381,B,cat_6
2382,D,cat_6
2383,B,cat_8
2384,A,cat_2
2385,C,cat_7
2386,D,cat_6
2387,B,cat_1
2388,B,cat_8
2389,D,cat_3
2390,B,cat_8
2391,C,cat_3
2392,C,cat_1
2393,C,cat_8
2394,A,cat_6
2395,D,cat_5
2396,B,cat_8
2397,C,cat_6
2398,D,cat_4
2399,B,cat_4
2400,C,cat_7
2401,D,cat_2
2402,D,cat_7
2403,B,cat_5
2404,D,cat_1
2405,D,cat_3
2406,C,cat_8
2407,B,cat_8
2408,D,cat_1
2409,C,cat_1
2410,B,cat_5
2411,C,cat_5
2412,A,cat_3
2413,B,cat_7
2414,C,cat_7
2415,C,cat_8
2416,B,cat_8
2417,C,cat_6
2418,A,cat_2
2419,C,cat_1
2420,C,cat_1
2421,A,cat_5
2422,A,cat_8
2423,A,cat_7
2424,D,cat_6
2425,C,cat_8
2426,C,cat_6
2427,D,cat_8
2428,D,cat_7
2429,C,cat_2
2430,A,cat_6
2431,D,cat_7
2432,D,cat_6
2433,A,cat_6
2434,A,cat_3
2435,C,cat_3
2436,D,cat_1
2437,A,cat_1
2438,A,cat_4
2439,D,cat_7
2440,C,cat_4
2441,B,cat_2
2442,B,cat_2
2443,B,cat_6
2444,D,cat_8
2445,C,cat_8
2446,B,cat_4
2447,C,cat_7
2448,B,cat_6
2449,B,cat_5
2450,D,cat_2
2451,D,cat_8
2452,B,cat_5
2453,B,cat_3
2454,A,cat_6
2455,C,cat_5
2456,B,cat_6
2457,A,cat_4
2458,D,cat_1
2459,D,cat_4
2460,A,cat_6
2461,C,cat_1
2462,C,cat_6
2463,A,cat_3
2464,B,cat_3
2465,B,cat_3
2466,D,cat_2
2467,B,cat_1
2468,C,cat_4
2469,D,cat_1
2470,B,cat_2
2471,C,cat_7
2472,B,cat_6
2473,D,cat_7
2474,C,cat_3
2475,A,cat_2
2476,A,cat_1
2477,B,cat_6
2478,D,cat_6
2479,D,cat_1
2480,D,cat_8
2481,C,cat_3
2482,D,cat_6
2483,B,cat_8
2484,D,cat_6
2485,B,cat_6
2486,D,cat_3
2487,B,cat_5
2488,D,cat_1
2489,D,cat_3
2490,B,cat_2
2491,D,cat_2
2492,C,cat_3
2493,A,cat_7
2494,A,cat_1
2495,A,cat_7
2496,A,cat_6
2497,A,cat_1
2498,B,cat_7
2499,C,cat_5
2500,D,cat_4
2501,C,cat_4
2502,D,cat_6
2503,C,cat_2
2504,B,cat_3
2505,D,cat_3
2506,C,cat_5
2507,B,cat_3
2508,A,cat_5
2509,D,cat_8
2510,A,cat_7
2511,D,cat_3
2512,B,cat_7
2513,D,cat_5
2514,A,cat_4
2515,B,cat_8
2516,B,cat_8
2517,D,cat_6
2518,D,cat_2
2519,C,cat_5
2520,D,cat_7
2521,A,cat_1
2522,D,cat_2
2523,C,cat_2
2524,B,cat_7
2525,B,cat_5
2526,A,cat_2
2527,B,cat_6
2528,D,cat_3
2529,D,cat_1
2530,B,cat_7
2531,A,cat_4
2532,A,cat_7
2533,A,cat_4
2534,C,cat_8
2535,B,cat_2
2536,A,cat_3
2537,A,cat_7
2538,D,cat_8
2539,A,cat_4
2540,D,cat_5
2541,A,cat_8
2542,C,cat_5
2543,B,cat_3
2544,D,cat_2
2545,A,cat_3
2546,A,cat_4
2547,A,cat_4
2548,C,cat_4
2549,A,cat_7
2550,C,cat_1
2551,C,cat_3
2552,A,cat_2
2553,D,cat_3
2554,D,cat_7
2555,B,cat_7
2556,D,cat_3
2557,A,cat_2
2558,A,cat_5
2559,C,cat_8
2560,B,cat_5
2561,B,cat_1
2562,D,cat_8
2563,C,cat_4
2564,A,cat_1
2565,C,cat_3
2566,C,cat_2
2567,B,cat_8
2568,A,cat_7
2569,B,cat_6
2570,C,cat_3
2571,B,cat_5
2572,C,cat_8
2573,D,cat_5
2574,B,cat_4
2575,B,cat_5
2576,D,cat_6
2577,B,cat_7
2578,D,cat_2
2579,A,cat_7
2580,C,cat_1
2581,B,cat_8
2582,B,cat_8
2583,B,cat_7
2584,D,cat_2
2585,A,cat_1
2586,B,cat_6
2587,C,cat_3
2588,D,cat_7
2589,D,cat_2
2590,B,cat_2
2591,A,cat_3
2592,C,cat_4
2593,B,cat_2
2594,C,cat_8
2595,A,cat_8
2596,B,cat_1
2597,C,cat_2
2598,D,cat_3
2599,D,cat_8
2600,C,cat_5
2601,A,cat_5
2602,A,cat_1
2603,B,cat_8
2604,B,cat_6
2605,D,cat_2
2606,D,cat_8
2607,C,cat_1
2608,D,cat_5
2609,B,cat_8
2610,C,cat_4
2611,D,cat_1
2612,B,cat_3
2613,B,cat_8
2614,C,cat_4
2615,D,cat_2
2616,B,cat_4
2617,B,cat_3
2618,A,cat_6
2619,D,cat_8
2620,A,cat_3
2621,C,cat_1
2622,C,cat_5
2623,A,cat_7
2624,A,cat_6
2625,D,cat_7
2626,A,cat_6
2627,D,cat_1
2628,A,cat_6
2629,D,cat_8
2630,A,cat_3
2631,D,cat_3
2632,C,cat_3
2633,C,cat_7
2634,C,cat_3
2635,B,cat_6
2636,B,cat_8
2637,C,cat_8
2638,C,cat_6
2639,C,cat_1
2640,B,cat_5
2641,A,cat_5
2642,C,cat_6
2643,C,cat_8
2644,B,cat_4
2645,A,cat_1
2646,D,cat_4
2647,D,cat_5
2648,A,cat_7
2649,D,cat_3
2650,D,cat_4
2651,D,cat_5
2652,A,cat_5
2653,D,cat_6
2654,C,cat_8
2655,A,cat_6
2656,A,cat_4
2657,A,cat_4
2658,A,cat_5
2659,C,cat_5
2660,A,cat_2
2661,B,cat_2
2662,C,cat_6
2663,A,cat_2
2664,B,cat_5
2665,C,cat_4
2666,A,cat_1
2667,C,cat_8
2668,A,cat_2
2669,B,cat_6
2670,A,cat_2
2671,D,cat_6
2672,C,cat_7
2673,B,cat_1
2674,C,cat_4
2675,B,cat_8
2676,C,cat_1
2677,A,cat_6
2678,D,cat_6
2679,C,cat_3
2680,D,cat_7
2681,C,cat_4
2682,B,cat_1
2683,C,cat_3
2684,B,cat_7
2685,C,cat_3
2686,C,cat_5
2687,C,cat_5
2688,B,cat_6
2689,C,cat_1
2690,D,cat_1
2691,C,cat_3
2692,D,cat_3
2693,D,cat_1
2694,C,cat_4
2695,C,cat_3
2696,C,cat_3
2697,D,cat_2
2698,C,cat_6
2699,C,cat_4
2700,B,cat_4
2701,D,cat_6
2702,C,cat_5
2703,C,cat_3
2704,C,cat_5
2705,D,cat_8
2706,A,cat_8
2707,D,cat_3
2708,D,cat_4
2709,D,cat_3
2710,A,cat_5
2711,D,cat_2
2712,C,cat_8
2713,D,cat_8
2714,C,cat_7
2715,D,cat_4
2716,B,cat_5
2717,A,cat_5
2718,B,cat_4
2719,C,cat_2
2720,A,cat_7
2721,D,cat_2
2722,A,cat_7
2723,D,cat_7
2724,B,cat_3
2725,B,cat_5
2726,B,cat_4
2727,D,cat_8
2728,B,cat_7
2729,B,cat_2
2730,A,cat_4
2731,B,cat_2
2732,B,cat_1
2733,A,cat_2
2734,D,cat_4
2735,A,cat_8
2736,C,cat_7
2737,D,cat_5
2738,A,cat_3
2739,A,cat_4
2740,C,cat_5
2741,C,cat_7
2742,C,cat_3
2743,A,cat_5
2744,D,cat_7
2745,D,cat_5
2746,B,cat_2
2747,C,cat_5
2748,C,cat_6
2749,D,cat_3
2750,B,cat_7
2751,A,cat_8
2752,A,cat_5
2753,D,cat_1
2754,A,cat_6
2755,D,cat_1
2756,D,cat_6
2757,A,cat_8
2758,D,cat_7
2759,D,cat_3
2760,C,cat_1
2761,B,cat_3
2762,C,cat_1
2763,D,cat_5
2764,B,cat_4
2765,A,cat_2
2766,C,cat_2
2767,B,cat_5
2768,B,cat_4
2769,C,cat_7
2770,B,cat_8
2771,A,cat_2
2772,B,cat_6
2773,D,cat_5
2774,A,cat_1
2775,D,cat_8
2776,B,cat_7
2777,D,cat_2
2778,A,cat_7
2779,B,cat_8
2780,D,cat_8
2781,C,cat_1
2782,C,cat_5
2783,A,cat_3
2784,B,cat_6
2785,C,cat_4
2786,C,cat_2
2787,A,cat_6
2788,D,cat_4
2789,D,cat_8
2790,C,cat_5
2791,A,cat_1
2792,D,cat_8
2793,A,cat_6
2794,D,cat_6
2795,D,cat_1
2796,A,cat_6
2797,A,cat_5
2798,D,cat_4
2799,B,cat_2
2800,B,cat_6
2801,D,cat_5
2802,D,cat_1
2803,C,cat_7
2804,B,cat_8
2805,D,cat_7
2806,C,cat_5
2807,B,cat_5
2808,A,cat_3
2809,C,cat_5
2810,B,cat_1
2811,B,cat_3
2812,C,cat_5
2813,C,cat_4
2814,A,cat_3
2815,B,cat_3
2816,D,cat_3
2817,C,cat_2
2818,C,cat_8
2819,B,cat_5
2820,D,cat_8
2821,D,cat_4
2822,D,cat_7
2823,C,cat_3
2824,C,cat_4
2825,A,cat_6
2826,A,cat_5
2827,A,cat_8
2828,B,cat_6
2829,D,cat_4
2830,A,cat_7
2831,C,cat_4
2832,A,cat_1
2833,D,cat_8
2834,C,cat_6
2835,B,cat_6
2836,C,cat_6
2837,B,cat_6
2838,B,cat_2
2839,C,cat_3
2840,B,cat_8
2841,D,cat_4
2842,D,cat_3
2843,C,cat_1
2844,B,cat_2
2845,A,cat_5
2846,B,cat_4
2847,A,cat_2
2848,A,cat_3
2849,B,cat_8
2850,B,cat_4
2851,C,cat_7
2852,B,cat_8
2853,D,cat_4
2854,A,cat_5
2855,C,cat_4
2856,A,cat_6
2857,A,cat_1
2858,D,cat_4
2859,C,cat_7
2860,A,cat_7
2861,C,cat_6
2862,D,cat_3
2863,D,cat_2
2864,C,cat_6
2865,C,cat_8
2866,D,cat_6
2867,D,cat_8
2868,C,cat_6
2869,D,cat_4
2870,A,cat_4
2871,A,cat_1
2872,C,cat_4
2873,D,cat_4
2874,C,cat_5
2875,A,cat_5
2876,A,cat_7
2877,A,cat_4
2878,B,cat_2
2879,B,cat_6
2880,D,cat_6
2881,D,cat_1
2882,D,cat_8
2883,B,cat_4
2884,C,cat_3
2885,B,cat_7
2886,B,cat_1
2887,A,cat_6
2888,A,cat_6
2889,D,cat_8
2890,B,cat_5
2891,B,cat_5
2892,A,cat_4
2893,C,cat_1
2894,D,cat_3
2895,B,cat_5
2896,B,cat_7
