id,column_1,column_2,column_3
1125,7.89,21.78,A
1126,2.68,-0.87,B
1127,-4.97,16.12,B
1128,10.3,8.86,C
1129,19.08,10.68,C
1130,-1.81,16.34,C
1131,5.75,-2.45,C
1132,30.88,27.81,B
1133,-0.62,10.44,C
1134,10.88,-0.79,C
1135,4.96,31.32,B
1136,13.64,19.03,A
1137,1.34,7.77,B
1138,4.16,-10.7,B
1139,15.39,14.78,A
1140,-0.49,3.8,A
1141,13.35,24.74,B
1142,-1.16,-4.1,B
1143,15.15,41.65,B
1144,18.18,-4.91,B
1145,0.35,25.79,A
1146,6.01,19.36,A
1147,24.29,18.51,C
1148,5.48,4.39,C
1149,10.08,9.25,A
1150,8.87,18.9,B
1151,9.05,-11.33,C
1152,-10.83,12.49,B
1153,4.09,5.1,B
1154,14.45,2.42,B
1155,26.28,5.88,A
1156,25.4,-14.98,C
1157,12.47,5.05,C
1158,8.79,10.4,B
1159,10.81,31.83,C
1160,2.2,10.1,B
1161,18.47,19.73,C
1162,16.62,2.55,A
1163,0.85,8.01,C
1164,2.15,-4.33,B
1165,11.28,10.03,C
1166,-4.69,-4.17,C
1167,-3.06,20.85,B
1168,20.62,-3.66,A
1169,6.76,6.17,A
1170,11.85,21.87,A
1171,13.06,6.73,A
1172,9.94,-7.17,C
1173,25.63,-21.25,B
1174,7.0,19.26,B
1175,9.0,6.32,A
1176,15.72,15.34,A
1177,7.5,5.97,C
1178,13.22,11.26,B
1179,22.39,19.95,C
1180,22.5,15.44,B
1181,11.44,11.58,A
1182,16.74,32.04,A
1183,13.0,34.22,C
1184,-13.24,-2.67,B
1185,25.07,-12.22,B
1186,4.22,7.3,C
1187,-10.01,5.24,C
1188,2.39,-4.88,A
1189,5.39,22.05,A
1190,15.9,-1.52,B
1191,16.72,15.12,B
1192,16.08,9.92,C
1193,13.53,1.53,C
1194,18.62,-12.34,C
1195,-9.66,-1.49,B
1196,10.56,5.28,C
1197,20.74,26.04,B
1198,-13.89,17.06,C
1199,-11.88,8.41,B
1200,8.62,5.76,B
1201,5.51,6.83,B
1202,-16.34,0.14,A
1203,5.66,23.76,C
1204,22.32,17.6,C
1205,2.41,10.38,A
1206,14.27,-2.62,B
1207,6.02,-2.4,B
1208,1.81,30.66,A
1209,-0.68,14.42,B
1210,17.27,-6.54,C
1211,-1.73,5.84,C
1212,15.75,1.4,B
1213,-3.82,8.4,A
1214,25.92,-4.74,B
1215,8.41,21.7,C
1216,13.6,-0.81,C
1217,8.44,18.5,A
1218,19.35,18.87,A
1219,20.26,4.91,B
1220,10.91,8.34,A
1221,15.09,33.12,A
1222,11.37,2.92,B
1223,14.11,-3.07,C
1224,20.29,29.61,A
1225,29.39,4.41,C
1226,-8.33,7.48,C
1227,0.12,19.48,A
1228,0.41,3.01,A
1229,1.73,12.04,B
1230,-10.04,20.06,A
1231,4.72,18.48,B
1232,-0.19,-5.08,A
1233,-2.6,16.11,A
1234,3.54,16.57,C
1235,32.6,13.03,B
1236,12.17,10.78,A
1237,16.05,7.9,A
1238,16.76,-3.88,B
1239,15.53,7.94,B
1240,5.64,25.2,C
1241,15.36,17.16,C
1242,15.8,-11.7,B
1243,-3.81,21.25,B
1244,16.98,1.75,A
1245,17.0,1.75,A
1246,21.01,4.28,A
1247,4.32,22.49,C
1248,23.31,-4.53,C
1249,31.89,-3.08,B
1250,8.57,2.09,B
1251,21.86,16.25,B
1252,26.65,9.84,B
1253,24.58,34.41,C
1254,18.85,4.65,B
1255,12.26,3.8,A
1256,24.86,4.17,A
1257,9.54,23.9,C
1258,24.42,31.13,B
1259,13.7,-2.26,B
1260,17.32,25.03,C
1261,2.58,12.07,A
1262,-0.69,1.1,B
1263,2.19,15.1,C
1264,2.88,14.9,C
1265,10.45,13.65,C
1266,-1.46,9.57,B
1267,20.97,12.28,A
1268,18.81,16.17,C
1269,17.26,19.91,A
1270,7.87,5.74,B
1271,8.39,13.94,C
1272,13.92,10.67,A
1273,-2.15,16.87,C
1274,10.05,7.22,A
1275,-5.37,6.74,C
1276,-9.53,6.89,A
1277,14.48,-4.96,C
1278,15.14,13.3,C
1279,8.89,17.44,B
1280,26.64,-4.64,C
1281,3.33,29.53,B
1282,-6.29,19.63,A
1283,-14.54,-10.04,C
1284,20.98,7.25,A
1285,2.85,1.91,C
1286,-8.62,17.34,C
1287,12.06,6.96,A
1288,-7.82,22.18,A
1289,21.48,22.37,B
1290,30.7,-12.22,C
1291,1.9,14.94,B
1292,19.66,34.88,B
1293,18.26,24.57,C
1294,5.51,1.0,B
1295,1.12,-6.21,C
1296,29.18,-1.31,B
1297,5.18,13.52,B
1298,29.49,21.65,C
1299,-2.21,0.2,A
1300,7.82,-1.5,B
1301,24.1,17.75,A
1302,12.59,27.43,C
1303,0.76,-0.92,A
1304,20.79,-15.78,A
1305,12.15,14.11,A
1306,27.69,2.7,C
1307,-4.68,5.22,A
1308,8.4,3.12,B
1309,4.79,-8.08,A
1310,1.68,3.4,B
1311,-12.49,9.66,C
1312,6.91,16.45,C
1313,8.79,17.02,B
1314,-3.54,8.9,B
1315,-0.25,36.99,B
1316,3.72,-2.25,B
1317,8.94,12.87,B
1318,-4.97,8.61,B
1319,3.51,7.66,B
1320,-5.07,21.18,A
1321,26.6,2.45,B
1322,1.69,23.72,C
1323,27.08,13.27,A
1324,12.79,3.32,A
1325,16.3,-1.24,A
1326,24.79,4.79,B
1327,5.33,-14.28,B
1328,5.59,-6.06,C
1329,26.82,8.63,A
1330,5.96,20.62,A
1331,8.89,15.36,C
1332,0.19,-4.56,B
1333,10.42,5.08,B
1334,2.22,6.33,C
1335,25.19,7.13,A
1336,-0.05,0.73,C
1337,26.01,21.02,A
1338,3.78,7.51,A
1339,20.06,12.16,B
1340,13.85,21.01,C
1341,26.68,-14.87,A
1342,15.87,7.36,C
1343,0.14,5.39,A
1344,14.18,16.37,B
1345,15.08,10.77,C
1346,5.54,7.22,B
1347,16.91,-0.84,C
1348,20.13,28.51,A
1349,38.32,17.63,B
1350,1.29,-1.6,B
1351,-2.09,6.0,C
1352,2.34,13.57,C
1353,9.53,6.13,A
1354,0.49,3.01,B
1355,23.82,27.17,B
1356,18.31,30.92,C
1357,-11.62,27.41,B
1358,13.73,8.0,C
1359,-9.04,5.01,B
1360,8.66,6.98,B
1361,7.29,-3.52,B
1362,13.58,12.69,A
1363,12.82,13.55,A
1364,0.89,9.62,A
1365,14.07,7.65,C
1366,4.84,23.31,A
1367,6.72,25.69,A
1368,-3.57,11.31,A
1369,17.08,25.67,A
1370,4.99,12.18,C
1371,36.5,13.57,B
1372,5.78,14.21,A
1373,11.62,-5.76,B
1374,12.26,11.65,A
1375,17.17,12.08,B
1376,2.2,17.59,A
1377,2.18,8.15,A
1378,11.85,-6.68,A
1379,8.18,7.1,C
1380,28.08,7.71,A
1381,-2.09,6.84,C
1382,7.59,15.34,A
1383,7.68,14.07,C
1384,7.99,19.1,B
1385,14.18,1.51,B
1386,11.86,-2.9,C
1387,7.22,2.49,C
1388,21.02,7.09,A
1389,22.04,30.99,B
1390,20.98,-17.84,B
1391,-9.86,9.35,A
1392,23.14,-1.52,C
1393,2.2,6.55,B
1394,-0.85,-7.31,A
1395,14.51,-2.7,B
1396,-7.43,4.27,A
1397,19.81,9.66,B
1398,10.66,17.4,A
1399,3.95,5.26,C
1400,23.43,-0.45,C
1401,24.04,3.64,B
1402,23.21,13.29,C
1403,9.81,5.97,B
1404,6.61,8.42,C
1405,-3.45,19.65,C
1406,8.67,34.31,A
1407,-1.71,11.59,B
1408,6.14,27.26,B
1409,8.64,15.3,A
1410,1.5,6.57,A
1411,14.53,10.33,C
1412,14.22,16.49,C
1413,2.26,15.22,A
1414,5.66,10.26,C
1415,17.12,15.98,B
1416,-3.15,23.53,C
1417,-4.41,22.15,A
1418,21.3,22.03,A
1419,4.27,2.86,C
1420,-6.19,5.38,B
1421,16.97,12.58,B
1422,-2.51,7.61,C
1423,4.41,6.13,C
1424,20.36,11.91,A
1425,-6.0,3.49,A
1426,3.27,4.9,C
1427,9.06,27.34,C
1428,5.04,18.85,A
1429,17.36,11.45,C
1430,0.63,13.18,A
1431,25.59,10.95,C
1432,-8.79,2.13,A
1433,-8.38,4.21,A
1434,9.0,5.69,A
1435,1.8,11.12,B
1436,14.6,21.37,C
1437,23.12,10.95,C
1438,-2.27,-5.83,C
1439,12.47,8.76,C
1440,22.16,19.58,B
1441,-1.82,27.17,B
1442,5.6,6.3,A
1443,6.8,3.8,B
1444,12.37,8.01,C
1445,30.75,5.57,B
1446,25.91,9.08,C
1447,8.1,18.8,C
1448,4.88,27.81,B
1449,7.4,-13.84,B
1450,6.94,34.62,B
1451,-14.26,9.6,B
1452,11.92,23.23,B
1453,18.18,20.33,B
1454,-4.68,6.0,C
1455,-7.01,16.98,B
1456,17.78,5.02,C
1457,-6.72,-2.19,A
1458,5.18,18.97,B
1459,23.39,10.87,C
1460,21.79,6.82,A
1461,17.31,7.65,B
1462,16.35,16.38,A
1463,2.11,11.64,B
1464,6.46,16.62,C
1465,16.01,5.75,C
1466,9.89,24.0,B
1467,20.04,11.45,C
1468,0.31,-2.76,B
1469,14.19,-2.18,B
1470,10.7,-15.67,C
1471,8.86,22.84,C
1472,2.08,14.97,C
1473,-17.0,10.33,A
1474,23.14,29.79,B
1475,1.16,3.83,C
1476,6.08,10.72,A
1477,13.42,0.76,C
1478,-7.8,5.23,A
1479,-0.32,13.87,A
1480,13.55,7.78,A
1481,-5.3,-10.4,C
1482,15.7,14.24,B
1483,27.74,10.57,A
1484,17.82,35.18,A
1485,6.81,21.15,B
1486,2.59,-3.15,A
1487,-3.69,-8.52,A
1488,-8.06,1.77,C
1489,16.06,8.2,C
1490,2.11,11.18,A
1491,16.24,4.17,C
1492,0.8,7.25,B
1493,7.92,2.49,C
1494,10.45,8.49,B
1495,4.42,9.71,A
1496,5.32,25.35,C
1497,14.25,5.25,B
1498,9.36,7.48,A
1499,27.94,18.73,C
1500,0.68,16.97,A
1501,6.45,23.02,B
1502,16.1,-13.61,B
1503,21.04,22.62,A
1504,10.6,25.8,B
1505,15.44,-0.62,B
1506,-6.33,6.63,B
1507,9.85,-6.26,A
1508,18.63,8.86,B
1509,31.94,4.22,C
1510,11.15,-7.65,B
1511,-2.98,8.87,A
1512,4.09,1.65,B
1513,33.21,6.04,A
1514,8.09,11.31,C
1515,16.5,13.83,B
1516,16.72,7.3,A
1517,21.72,12.3,B
1518,2.46,19.22,C
1519,22.46,24.74,B
1520,18.35,33.78,A
1521,18.41,24.11,B
1522,3.34,13.97,B
1523,16.55,15.0,A
1524,13.46,-6.31,B
1525,12.02,17.5,C
1526,-3.34,32.86,B
1527,21.11,23.45,C
1528,17.51,9.02,B
1529,27.8,-0.31,C
1530,25.32,36.9,A
1531,9.15,9.22,B
1532,14.23,17.64,C
1533,-15.0,8.61,A
1534,10.86,7.44,B
1535,25.78,2.69,A
1536,-14.1,3.57,A
1537,-2.69,2.0,B
1538,2.43,5.71,B
1539,14.32,-1.6,A
1540,8.28,0.69,A
1541,-3.38,3.09,B
1542,26.77,8.86,C
1543,16.92,11.15,C
1544,0.49,12.51,B
1545,8.62,-9.76,A
1546,20.27,14.61,A
1547,24.88,23.86,A
1548,-18.13,4.39,C
1549,7.0,10.32,B
1550,-6.33,8.41,C
1551,22.99,12.48,A
1552,6.37,0.42,C
1553,-6.58,18.63,B
1554,11.17,13.5,A
1555,9.94,23.45,A
1556,1.55,11.04,A
1557,3.07,-9.52,C
1558,5.39,1.63,C
1559,13.86,12.16,C
1560,11.01,5.55,C
1561,6.65,13.45,C
1562,12.65,14.51,A
1563,28.0,17.96,C
1564,22.04,0.94,B
1565,14.18,23.06,B
1566,1.46,2.81,B
1567,10.49,5.51,A
1568,27.67,11.75,A
1569,14.07,7.03,B
1570,2.75,7.32,C
1571,7.88,20.39,A
1572,3.59,-1.95,A
1573,7.69,9.95,B
1574,-5.87,15.34,A
1575,-0.29,9.1,B
1576,15.48,18.08,C
1577,8.75,14.39,C
1578,4.7,-9.0,C
1579,14.16,7.41,B
1580,13.69,5.13,A
1581,-8.67,-1.82,C
1582,0.19,-8.32,A
1583,15.66,12.11,C
1584,7.77,5.76,C
1585,7.05,12.01,C
1586,6.97,12.18,B
1587,22.54,18.28,A
1588,17.56,8.99,A
1589,11.24,5.93,C
1590,20.22,7.32,B
1591,15.03,-0.27,C
1592,10.2,-0.13,B
1593,19.07,12.29,B
1594,13.73,13.42,B
1595,9.73,24.65,A
1596,4.45,0.82,B
1597,7.43,16.17,B
1598,-3.21,17.26,C
1599,-7.38,1.11,C
1600,4.81,6.41,A
1601,23.82,12.49,A
1602,-1.0,5.7,B
1603,35.14,21.5,A
1604,14.12,12.29,C
1605,-4.53,20.75,B
1606,-4.88,13.89,A
1607,-2.25,0.38,B
1608,17.51,-0.54,C
1609,28.95,9.54,B
1610,1.38,21.34,B
1611,0.58,20.2,C
1612,6.09,-1.02,B
1613,22.52,6.81,A
1614,18.52,10.42,B
1615,17.31,3.35,B
1616,9.78,10.75,C
1617,19.68,7.37,A
1618,31.34,-12.49,A
1619,11.97,17.47,B
1620,0.79,7.1,A
1621,-3.29,14.6,C
1622,9.98,3.05,A
1623,21.19,6.58,A
1624,19.46,-12.16,C
1625,-4.59,27.09,C
1626,15.75,5.25,C
1627,8.63,-2.09,A
1628,20.85,0.4,C
1629,15.79,-0.53,B
1630,25.36,15.5,A
1631,0.21,6.58,C
1632,-9.07,19.63,B
1633,13.03,14.31,C
1634,14.33,11.34,A
1635,14.16,-6.38,A
1636,14.52,21.38,B
1637,27.17,8.1,B
1638,6.51,6.78,B
1639,5.34,-7.88,C
1640,16.82,2.89,C
1641,14.02,14.26,C
1642,9.63,13.76,A
1643,2.0,6.31,B
1644,17.81,17.86,B
1645,18.67,19.97,A
1646,13.35,-2.91,C
1647,12.84,-7.93,C
1648,15.35,25.37,A
1649,10.73,25.76,C
1650,8.64,-5.13,B
1651,21.19,8.26,B
1652,1.26,22.9,A
1653,-2.17,8.11,C
1654,15.94,7.04,A
1655,-0.09,27.21,C
1656,0.64,4.01,C
1657,7.52,-0.47,B
1658,0.42,11.94,B
1659,5.81,13.51,A
1660,23.36,13.64,C
1661,3.86,22.33,A
1662,17.9,-0.94,B
1663,8.35,9.13,C
1664,22.76,8.12,C
1665,11.0,4.24,B
1666,19.29,11.06,C
1667,9.97,7.83,B
1668,24.91,-1.83,C
1669,14.83,1.46,B
1670,21.08,2.33,C
1671,29.51,-8.33,C
1672,6.59,9.76,B
1673,10.75,11.94,B
1674,4.72,25.22,C
1675,19.48,23.9,B
1676,12.83,3.84,C
1677,2.35,21.2,B
1678,21.82,9.57,B
1679,25.26,17.34,A
1680,29.03,26.69,A
1681,0.96,-2.48,B
1682,21.57,15.99,A
1683,1.73,9.83,B
1684,7.14,20.96,A
1685,24.1,8.14,A
1686,6.83,-1.13,A
1687,8.57,-1.26,C
1688,-1.28,11.44,C
1689,18.82,10.25,A
1690,23.15,11.85,B
1691,14.73,3.14,A
1692,0.15,-0.33,A
1693,-4.35,14.19,C
1694,10.72,13.08,C
1695,8.89,2.62,B
1696,-4.27,8.75,C
1697,2.65,12.81,A
1698,22.71,-12.59,A
1699,1.44,8.46,C
1700,6.63,3.77,B
1701,10.25,11.05,C
1702,10.12,15.7,A
1703,15.08,6.98,C
1704,7.66,11.73,B
1705,22.37,12.56,C
1706,25.0,19.41,C
1707,-2.3,12.14,B
1708,20.14,7.12,B
1709,-12.08,34.46,A
1710,9.47,5.77,A
1711,5.13,-3.96,A
1712,5.46,15.17,C
1713,24.35,15.93,C
1714,15.27,21.17,B
1715,10.55,-5.33,C
1716,23.79,-7.95,C
1717,9.49,23.22,C
1718,22.66,17.58,C
1719,15.75,15.77,C
1720,-1.08,18.11,C
1721,11.71,-6.16,B
1722,15.23,34.27,C
1723,11.27,0.25,B
1724,-9.13,10.33,C
1725,14.47,2.94,A
1726,10.15,21.11,C
1727,13.11,30.56,A
1728,7.09,27.15,B
1729,11.33,1.5,C
1730,18.09,-4.91,C
1731,13.63,-3.69,A
1732,0.73,0.96,C
1733,3.56,9.45,C
1734,9.71,16.34,A
1735,35.87,14.81,C
1736,10.03,-1.83,B
1737,2.99,23.05,B
1738,11.31,-2.46,B
1739,2.66,3.61,A
1740,12.07,18.1,C
1741,9.9,18.72,A
1742,12.14,-7.67,C
1743,9.02,3.37,C
1744,1.55,-1.07,C
1745,14.49,-0.19,B
1746,8.25,10.52,B
1747,20.83,8.2,B
1748,17.12,5.61,C
1749,4.78,-10.15,C
1750,8.14,7.12,B
1751,20.62,25.83,C
1752,15.83,14.02,B
1753,9.26,15.49,B
1754,21.69,12.66,B
1755,-10.63,-5.79,B
1756,3.43,-2.59,C
1757,5.44,3.52,C
1758,14.88,10.5,C
1759,5.6,10.37,C
1760,14.28,12.49,B
1761,13.09,18.65,A
1762,13.47,5.29,A
1763,12.83,0.25,B
1764,-6.67,-12.6,C
1765,1.8,3.89,C
1766,2.95,8.52,B
1767,2.34,5.13,B
1768,-6.72,8.74,C
1769,8.73,19.92,A
1770,4.98,21.82,B
1771,21.56,1.35,B
1772,11.74,-3.69,C
1773,21.58,1.12,C
1774,5.15,13.88,C
1775,-0.77,-4.75,B
1776,2.78,26.73,B
1777,9.47,8.61,A
1778,0.17,-4.99,B
1779,-12.04,11.16,B
1780,-3.36,14.62,C
1781,10.66,17.18,C
1782,8.01,13.29,A
1783,19.67,3.49,B
1784,6.74,2.52,C
1785,5.53,4.4,A
1786,5.07,18.8,C
1787,7.31,16.01,C
1788,13.94,28.59,A
1789,10.09,16.28,C
1790,-3.57,-1.41,C
1791,12.45,12.83,A
1792,-0.77,15.95,C
1793,21.08,23.63,B
1794,10.02,-3.65,A
1795,9.31,7.03,B
1796,-8.02,0.95,A
1797,11.15,-5.0,B
1798,-1.1,14.33,B
1799,14.68,-0.99,C
1800,23.56,-1.73,B
1801,24.22,5.04,B
1802,-6.52,10.85,B
1803,16.02,1.64,C
1804,24.58,8.72,C
1805,24.37,16.41,A
1806,12.01,8.04,B
1807,19.37,11.84,B
1808,14.41,16.76,C
1809,19.61,8.68,A
1810,-1.45,4.15,A
1811,14.94,-6.12,B
1812,18.54,28.35,B
1813,-0.81,22.08,A
1814,12.73,10.04,C
1815,7.84,31.52,C
1816,0.89,14.9,C
1817,13.27,4.67,A
1818,14.8,5.57,C
1819,9.06,17.56,C
1820,5.39,18.94,A
1821,3.34,20.52,A
1822,7.02,37.15,C
1823,8.1,36.99,C
1824,17.93,19.52,C
1825,22.85,10.05,A
1826,16.74,8.85,B
1827,0.9,-13.46,C
1828,7.54,35.06,A
1829,-3.52,5.26,A
1830,-8.35,11.32,C
1831,3.1,13.83,C
1832,14.89,17.78,A
1833,3.91,-5.44,B
1834,3.95,12.92,A
1835,5.66,-1.17,C
1836,-7.8,14.24,B
1837,9.2,13.72,A
1838,-0.0,-9.26,C
1839,-1.42,4.09,A
1840,21.06,10.91,B
1841,12.5,8.37,B
1842,16.01,-4.34,A
1843,7.31,7.23,B
1844,8.52,17.11,C
1845,-2.21,12.42,A
1846,13.07,2.16,B
1847,6.92,13.34,A
1848,-9.82,22.8,B
1849,7.52,4.85,B
1850,-6.51,5.05,A
1851,-9.29,-2.12,A
1852,-7.03,5.46,B
1853,29.59,9.9,C
1854,9.89,19.11,A
1855,22.05,7.54,B
1856,16.22,-6.39,A
1857,9.41,21.59,A
1858,0.45,-7.73,A
1859,21.38,18.04,B
1860,12.98,-3.67,A
1861,10.89,5.59,B
1862,7.5,10.38,A
1863,11.4,3.25,C
1864,36.12,-5.56,A
1865,19.17,-3.74,A
1866,1.37,4.34,C
1867,1.99,11.62,B
1868,22.17,3.65,C
1869,11.12,21.45,B
1870,-5.39,0.97,A
1871,6.34,20.03,C
1872,5.56,-1.03,C
1873,27.38,2.78,A
1874,-1.92,6.63,A
1875,11.39,21.59,C
1876,18.35,-12.14,A
1877,-6.87,17.51,B
1878,9.27,16.12,B
1879,-0.92,25.8,C
1880,0.43,-11.32,C
1881,10.07,6.97,B
1882,-1.21,-6.19,C
1883,6.96,3.18,A
1884,-3.93,11.91,A
1885,-8.23,11.07,A
1886,30.05,14.69,A
1887,0.38,3.05,A
1888,19.44,16.46,A
1889,17.79,8.71,A
1890,-0.28,12.91,A
1891,31.85,-9.58,C
1892,13.94,12.1,C
1893,5.33,0.37,B
1894,5.26,23.75,B
1895,10.93,17.27,C
1896,17.72,6.3,A
1897,19.63,-19.28,A
1898,21.96,0.97,C
1899,1.17,15.22,C
1900,10.58,9.86,A
1901,17.5,10.98,B
1902,1.59,24.19,A
1903,20.37,6.02,A
1904,31.41,1.43,B
1905,7.78,12.6,C
1906,7.99,22.73,B
1907,-21.54,5.72,C
1908,20.37,10.9,B
1909,16.56,25.8,B
1910,5.48,15.87,A
1911,14.12,-4.24,B
1912,12.09,37.33,B
1913,-8.06,17.6,B
1914,15.1,20.84,A
1915,20.62,14.09,C
1916,9.63,23.26,C
1917,4.15,13.21,B
1918,18.31,14.19,A
1919,28.86,25.18,A
1920,-12.5,9.38,A
1921,-0.47,-6.01,A
1922,15.35,38.56,C
1923,14.05,-4.65,B
1924,18.2,23.73,A
1925,-8.02,13.67,A
1926,10.76,-14.61,A
1927,16.51,-5.77,C
1928,11.02,7.27,B
1929,15.45,13.47,A
1930,-3.57,12.51,A
1931,16.84,6.01,C
1932,19.3,4.15,A
1933,6.02,-11.0,C
1934,0.26,0.33,A
1935,-13.31,6.34,A
1936,13.35,8.35,A
1937,0.61,20.79,C
1938,22.24,10.75,A
1939,18.79,4.86,A
1940,4.61,7.86,A
1941,-0.73,33.63,C
1942,11.34,4.86,B
1943,-0.88,16.15,A
1944,7.47,-0.66,A
1945,-5.55,5.81,B
1946,11.8,5.76,C
1947,1.37,17.74,A
1948,23.35,18.99,A
1949,4.94,-0.31,A
1950,9.9,-2.66,C
1951,27.57,-3.53,C
1952,13.74,2.06,B
1953,11.83,26.1,C
1954,20.17,1.51,A
1955,1.69,8.31,B
1956,-2.24,1.59,B
1957,3.69,11.18,A
1958,3.44,5.61,A
1959,15.91,2.38,C
1960,18.61,14.1,C
1961,7.61,3.17,B
1962,11.15,15.03,A
1963,-4.77,11.15,A
1964,13.09,12.59,B
1965,13.2,13.74,A
1966,11.59,-3.37,B
1967,13.06,16.99,B
1968,4.26,-1.56,C
1969,15.66,17.28,B
1970,16.88,-8.86,A
1971,6.94,13.97,C
1972,11.95,1.15,B
1973,11.5,10.81,C
1974,12.11,12.61,C
1975,24.73,8.17,A
1976,21.19,15.7,B
1977,-1.39,17.86,A
1978,17.32,21.7,C
1979,7.25,10.87,B
1980,4.19,22.18,B
1981,14.36,14.28,A
1982,3.22,15.47,C
1983,8.39,28.08,A
1984,12.4,1.7,A
1985,10.58,1.27,A
1986,6.24,-0.16,A
1987,4.55,28.53,C
1988,2.35,12.84,B
1989,11.43,22.97,C
1990,9.63,10.43,C
1991,0.02,4.49,A
1992,24.63,22.3,C
1993,17.38,4.75,C
1994,0.66,38.07,C
1995,-11.22,25.15,A
1996,26.02,-5.68,B
1997,10.54,-2.08,C
1998,23.23,-1.73,A
1999,4.56,27.57,A
2000,16.58,16.39,A
2001,6.51,0.89,C
2002,5.31,20.15,B
2003,23.8,7.66,C
2004,17.68,16.78,A
2005,24.23,5.04,C
2006,8.15,30.46,C
2007,13.17,22.65,C
2008,15.91,9.18,C
2009,9.22,10.19,A
2010,7.03,8.45,C
2011,13.63,19.12,C
2012,12.56,0.24,B
2013,7.09,26.43,A
2014,15.14,11.64,A
2015,8.69,7.03,B
2016,17.81,2.57,C
2017,-1.87,-26.69,C
2018,8.88,6.2,A
2019,-18.45,11.55,A
2020,29.26,11.01,C
2021,6.88,11.85,C
2022,6.67,-1.06,C
2023,7.49,5.98,A
2024,7.76,17.57,B
2025,25.75,1.24,A
2026,23.26,-3.64,A
2027,6.64,19.85,C
2028,5.57,3.21,C
2029,2.43,7.57,B
2030,21.14,4.2,B
2031,26.92,1.81,B
2032,10.95,2.12,C
2033,17.13,22.94,A
2034,14.6,19.22,B
2035,14.25,25.64,A
2036,8.22,7.74,A
2037,17.41,18.38,C
2038,34.65,11.57,B
2039,13.54,23.91,B
2040,7.34,20.99,A
2041,5.58,3.73,C
2042,18.82,1.07,C
2043,-0.22,-4.19,C
2044,12.21,6.35,B
2045,29.96,13.39,B
2046,21.1,-0.07,C
2047,25.19,7.61,B
2048,21.64,-9.43,A
2049,12.76,5.23,C
2050,-3.67,9.43,C
2051,-11.15,19.56,B
2052,30.21,11.04,B
2053,8.0,-2.2,C
2054,11.74,16.25,B
2055,8.95,0.03,C
2056,2.52,18.79,C
2057,26.4,19.25,A
2058,10.63,23.61,A
2059,19.9,-0.39,A
2060,-5.97,2.13,C
2061,10.1,16.68,C
2062,1.85,-5.67,A
2063,10.21,7.13,B
2064,-1.19,22.04,C
2065,33.94,7.87,B
2066,-3.78,12.23,C
2067,10.03,8.48,A
2068,30.16,8.19,B
2069,26.32,3.45,B
2070,6.92,21.72,B
2071,-6.22,4.49,C
2072,4.06,15.85,B
2073,6.06,17.59,B
2074,14.2,10.43,C
2075,2.75,5.87,B
2076,4.53,21.35,C
2077,12.13,8.11,A
2078,1.34,9.53,B
2079,20.43,10.86,C
2080,-3.55,6.28,C
2081,11.37,-2.21,C
2082,12.94,-6.5,B
2083,13.81,15.99,C
2084,25.46,13.62,C
2085,13.95,18.35,C
2086,6.1,3.71,B
2087,12.97,17.95,B
2088,21.45,15.49,B
2089,8.66,18.33,A
2090,2.18,14.49,C
2091,-3.92,14.7,C
2092,7.6,19.13,A
2093,11.83,13.04,C
2094,19.29,4.39,A
2095,21.5,35.56,B
2096,6.17,15.48,C
2097,-8.87,11.01,A
2098,12.9,7.82,B
2099,8.52,-2.38,C
2100,11.51,26.45,C
2101,9.19,13.61,B
2102,16.19,9.65,A
2103,-5.7,25.61,A
2104,17.11,-5.62,C
2105,13.45,1.26,C
2106,-4.03,19.91,A
2107,19.3,8.71,B
2108,-6.67,9.34,A
2109,4.44,11.5,B
2110,7.53,3.59,B
2111,13.32,4.38,C
2112,3.99,-3.34,B
2113,6.43,29.49,B
2114,16.35,-2.84,C
2115,2.05,12.92,B
2116,0.24,7.57,A
2117,9.57,-10.5,A
2118,8.8,9.26,C
2119,6.08,25.03,C
2120,9.88,19.26,C
2121,18.69,13.45,C
2122,-6.78,15.45,B
2123,7.99,12.81,C
2124,7.26,15.01,A
2125,-4.06,15.11,B
2126,10.94,14.8,C
2127,16.66,26.62,A
2128,13.54,33.78,C
2129,6.36,17.38,B
2130,8.04,3.62,B
2131,16.36,11.56,B
2132,20.11,12.39,A
2133,21.06,15.34,C
2134,8.87,6.76,A
2135,17.6,10.8,A
2136,-2.88,15.99,A
2137,15.64,9.55,B
2138,29.76,36.56,C
2139,4.54,2.96,A
2140,12.57,14.95,C
2141,17.55,8.78,A
2142,23.78,9.07,B
2143,-8.53,-2.73,A
2144,2.41,23.14,C
2145,6.91,13.04,B
2146,8.96,10.79,A
2147,-1.71,6.9,A
2148,13.77,-2.61,B
2149,-10.18,3.98,C
2150,29.9,-2.84,B
2151,-0.69,-4.39,A
2152,7.11,5.26,C
2153,18.93,16.19,C
2154,1.17,4.27,B
2155,20.3,-4.29,B
2156,8.06,10.4,B
2157,6.16,2.71,C
2158,1.72,20.09,A
2159,24.21,14.68,C
2160,-2.7,24.61,C
2161,6.14,5.08,B
2162,7.12,12.76,B
2163,-0.56,-5.09,A
2164,7.56,-1.42,A
2165,1.06,6.0,C
2166,14.49,14.38,A
2167,16.84,-4.29,A
2168,10.66,17.91,C
2169,16.34,19.53,B
2170,8.83,16.42,B
2171,11.66,-11.99,C
2172,0.28,4.55,A
