id,column_1,column_2,column_3
1248,A,cat_8,54
1249,B,cat_6,21
1250,A,cat_1,99
1251,A,cat_8,89
1252,B,cat_1,10
1253,A,cat_3,29
1254,D,cat_2,90
1255,A,cat_6,66
1256,C,cat_6,99
1257,C,cat_7,8
1258,B,cat_3,2
1259,A,cat_2,67
1260,C,cat_7,11
1261,D,cat_3,86
1262,C,cat_7,97
1263,C,cat_8,91
1264,D,cat_3,14
1265,C,cat_5,91
1266,B,cat_2,36
1267,D,cat_3,56
1268,A,cat_3,25
1269,C,cat_4,15
1270,C,cat_3,9
1271,C,cat_4,69
1272,D,cat_8,46
1273,C,cat_2,90
1274,B,cat_6,42
1275,C,cat_4,2
1276,D,cat_5,36
1277,B,cat_6,14
1278,A,cat_3,78
1279,C,cat_1,17
1280,B,cat_5,22
1281,B,cat_5,83
1282,C,cat_7,21
1283,C,cat_1,77
1284,D,cat_6,59
1285,D,cat_7,99
1286,D,cat_7,32
1287,C,cat_1,76
1288,C,cat_7,65
1289,B,cat_1,31
1290,A,cat_7,41
1291,B,cat_1,25
1292,B,cat_6,79
1293,C,cat_8,88
1294,A,cat_5,19
1295,A,cat_2,18
1296,A,cat_6,42
1297,C,cat_7,7
1298,A,cat_7,70
1299,B,cat_5,47
1300,C,cat_4,75
1301,A,cat_4,85
1302,D,cat_7,24
1303,B,cat_5,55
1304,C,cat_3,50
1305,B,cat_8,45
1306,D,cat_2,42
1307,B,cat_7,52
1308,D,cat_6,12
1309,B,cat_1,81
1310,A,cat_6,86
1311,B,cat_2,34
1312,D,cat_1,96
1313,D,cat_5,82
1314,D,cat_6,42
1315,B,cat_7,54
1316,D,cat_7,60
1317,B,cat_4,69
1318,B,cat_5,4
1319,B,cat_4,35
1320,A,cat_4,45
1321,B,cat_4,72
1322,A,cat_7,32
1323,B,cat_5,4
1324,B,cat_7,74
1325,B,cat_1,40
1326,C,cat_6,8
1327,B,cat_1,52
1328,C,cat_5,66
1329,B,cat_7,88
1330,A,cat_1,46
1331,D,cat_1,38
1332,D,cat_3,87
1333,A,cat_4,20
1334,C,cat_2,42
1335,D,cat_4,90
1336,D,cat_5,43
1337,B,cat_4,67
1338,C,cat_4,20
1339,D,cat_5,22
1340,D,cat_4,58
1341,C,cat_3,42
1342,A,cat_6,96
1343,C,cat_7,14
1344,A,cat_3,63
1345,C,cat_7,45
1346,D,cat_5,52
1347,A,cat_6,7
1348,D,cat_4,3
1349,C,cat_2,45
1350,A,cat_6,11
1351,D,cat_4,62
1352,A,cat_6,10
1353,B,cat_2,98
1354,D,cat_5,24
1355,D,cat_4,69
1356,A,cat_6,27
1357,A,cat_7,58
1358,C,cat_2,62
1359,B,cat_8,31
1360,C,cat_6,48
1361,D,cat_7,36
1362,A,cat_4,56
1363,B,cat_2,89
1364,C,cat_5,70
1365,A,cat_4,54
1366,A,cat_7,66
1367,D,cat_7,44
1368,C,cat_6,92
1369,C,cat_6,74
1370,C,cat_1,69
1371,B,cat_3,81
1372,C,cat_6,34
1373,B,cat_1,50
1374,D,cat_6,63
1375,D,cat_3,89
1376,B,cat_1,45
1377,A,cat_6,57
1378,B,cat_3,12
1379,B,cat_2,23
1380,D,cat_3,58
1381,A,cat_1,57
1382,B,cat_1,24
1383,A,cat_2,46
1384,B,cat_7,15
1385,C,cat_5,87
1386,C,cat_2,74
1387,B,cat_7,16
1388,A,cat_1,33
1389,A,cat_4,37
1390,A,cat_5,48
1391,A,cat_7,24
1392,A,cat_5,84
1393,C,cat_5,56
1394,D,cat_7,26
1395,A,cat_6,50
1396,A,cat_7,92
1397,C,cat_4,73
1398,B,cat_6,68
1399,B,cat_3,94
1400,A,cat_6,31
1401,A,cat_2,0
1402,C,cat_5,2
1403,D,cat_8,47
1404,C,cat_2,63
1405,D,cat_2,87
1406,C,cat_6,80
1407,A,cat_6,82
1408,D,cat_6,12
1409,A,cat_3,38
1410,C,cat_4,88
1411,B,cat_2,77
1412,A,cat_2,37
1413,D,cat_1,92
1414,A,cat_8,47
1415,C,cat_6,21
1416,D,cat_1,53
1417,D,cat_8,16
1418,C,cat_8,62
1419,D,cat_3,26
1420,C,cat_1,55
1421,A,cat_6,55
1422,B,cat_3,85
1423,C,cat_2,16
1424,B,cat_4,95
1425,C,cat_2,82
1426,D,cat_8,13
1427,C,cat_6,46
1428,A,cat_1,22
1429,C,cat_6,60
1430,B,cat_7,1
1431,A,cat_6,9
1432,B,cat_4,89
1433,D,cat_8,50
1434,C,cat_4,20
1435,D,cat_6,72
1436,C,cat_3,61
1437,A,cat_7,10
1438,B,cat_8,63
1439,B,cat_1,44
1440,C,cat_3,32
1441,C,cat_2,39
1442,B,cat_7,83
1443,B,cat_2,22
1444,A,cat_6,79
1445,C,cat_8,8
1446,D,cat_5,79
1447,B,cat_6,36
1448,A,cat_8,8
1449,C,cat_4,68
1450,B,cat_7,17
1451,B,cat_5,85
1452,B,cat_5,21
1453,A,cat_6,32
1454,C,cat_3,39
1455,A,cat_2,33
1456,C,cat_5,18
1457,D,cat_8,66
1458,D,cat_7,63
1459,C,cat_8,30
1460,B,cat_4,59
1461,D,cat_7,43
1462,B,cat_6,59
1463,C,cat_8,73
1464,C,cat_7,65
1465,B,cat_6,39
1466,B,cat_1,45
1467,A,cat_8,80
1468,C,cat_1,46
1469,D,cat_4,74
1470,D,cat_8,0
1471,C,cat_7,83
1472,C,cat_2,12
1473,A,cat_1,59
1474,A,cat_4,85
1475,A,cat_3,80
1476,B,cat_6,18
1477,B,cat_6,67
1478,C,cat_6,48
1479,C,cat_2,12
1480,C,cat_6,52
1481,A,cat_3,52
1482,B,cat_3,85
1483,A,cat_2,39
1484,B,cat_2,89
1485,B,cat_6,10
1486,C,cat_5,55
1487,C,cat_7,21
1488,D,cat_2,89
1489,D,cat_2,53
1490,B,cat_7,1
1491,C,cat_1,18
1492,C,cat_8,59
1493,D,cat_2,32
1494,C,cat_6,41
1495,A,cat_4,59
1496,D,cat_5,60
1497,D,cat_2,32
1498,C,cat_2,79
1499,B,cat_6,25
1500,D,cat_6,2
1501,D,cat_7,30
1502,D,cat_5,44
1503,D,cat_5,15
1504,C,cat_3,34
1505,D,cat_3,21
1506,B,cat_5,71
1507,D,cat_4,65
1508,D,cat_4,25
1509,B,cat_5,31
1510,B,cat_1,91
1511,B,cat_2,0
1512,B,cat_6,63
1513,C,cat_8,82
1514,A,cat_5,46
1515,B,cat_3,35
1516,B,cat_7,90
1517,A,cat_2,91
1518,A,cat_5,43
1519,D,cat_1,65
1520,B,cat_4,45
1521,B,cat_7,53
1522,A,cat_5,11
1523,B,cat_6,47
1524,D,cat_3,34
1525,D,cat_2,19
1526,C,cat_6,56
1527,D,cat_6,40
1528,A,cat_3,78
1529,D,cat_5,42
1530,A,cat_4,22
1531,B,cat_2,55
1532,A,cat_4,14
1533,C,cat_7,79
1534,A,cat_7,66
1535,B,cat_4,32
1536,D,cat_7,20
1537,C,cat_6,18
1538,A,cat_1,73
1539,A,cat_8,30
1540,A,cat_8,21
1541,B,cat_8,29
1542,A,cat_7,88
1543,C,cat_4,12
1544,C,cat_6,67
1545,A,cat_7,97
1546,A,cat_6,49
1547,C,cat_6,86
1548,B,cat_8,26
1549,D,cat_3,7
1550,D,cat_2,83
1551,B,cat_2,37
1552,B,cat_7,34
1553,D,cat_8,62
1554,B,cat_4,36
1555,B,cat_8,95
1556,C,cat_5,3
1557,A,cat_1,98
1558,B,cat_3,34
1559,B,cat_3,1
1560,C,cat_5,12
1561,D,cat_1,42
1562,A,cat_5,63
1563,B,cat_4,98
1564,A,cat_2,53
1565,B,cat_8,66
1566,A,cat_4,92
1567,D,cat_5,41
1568,C,cat_5,37
1569,D,cat_4,19
1570,C,cat_2,19
1571,B,cat_4,51
1572,B,cat_8,90
1573,B,cat_6,13
1574,B,cat_3,15
1575,D,cat_5,4
1576,C,cat_6,26
1577,C,cat_3,54
1578,C,cat_1,37
1579,B,cat_4,1
1580,B,cat_8,3
1581,D,cat_7,94
1582,D,cat_4,49
1583,D,cat_6,81
1584,C,cat_4,25
1585,B,cat_4,82
1586,B,cat_6,43
1587,D,cat_4,40
1588,A,cat_4,98
1589,D,cat_6,60
1590,C,cat_2,28
1591,D,cat_7,47
1592,C,cat_5,91
1593,D,cat_4,37
1594,C,cat_2,94
1595,C,cat_2,9
1596,D,cat_8,24
1597,A,cat_2,35
1598,A,cat_8,50
1599,C,cat_7,62
1600,A,cat_4,19
1601,A,cat_7,43
1602,A,cat_5,72
1603,C,cat_8,88
1604,C,cat_7,27
1605,A,cat_3,31
1606,B,cat_5,91
1607,D,cat_4,27
1608,C,cat_1,56
1609,C,cat_3,52
1610,B,cat_8,29
1611,A,cat_6,90
1612,B,cat_7,2
1613,C,cat_7,47
1614,A,cat_8,23
1615,A,cat_8,88
1616,D,cat_8,85
1617,B,cat_1,76
1618,A,cat_8,93
1619,D,cat_1,76
1620,A,cat_3,88
1621,C,cat_5,12
1622,A,cat_5,82
1623,D,cat_1,7
1624,B,cat_7,36
1625,C,cat_6,10
1626,A,cat_4,52
1627,D,cat_8,16
1628,D,cat_3,72
1629,A,cat_7,10
1630,C,cat_2,16
1631,A,cat_3,76
1632,C,cat_3,28
1633,D,cat_2,63
1634,A,cat_6,74
1635,B,cat_4,43
1636,D,cat_1,20
1637,C,cat_3,3
1638,B,cat_3,34
1639,A,cat_7,28
1640,C,cat_1,67
1641,C,cat_8,93
1642,B,cat_1,0
1643,A,cat_3,85
1644,A,cat_8,22
1645,C,cat_4,71
1646,D,cat_6,26
1647,A,cat_8,24
1648,D,cat_3,31
1649,A,cat_6,2
1650,C,cat_4,66
1651,C,cat_7,47
1652,C,cat_6,38
1653,C,cat_6,19
1654,A,cat_7,28
1655,C,cat_3,21
1656,A,cat_1,75
1657,D,cat_8,68
1658,C,cat_6,5
1659,D,cat_8,28
1660,A,cat_3,61
1661,A,cat_1,49
1662,C,cat_6,26
1663,D,cat_8,64
1664,A,cat_6,72
1665,D,cat_3,19
1666,A,cat_3,4
1667,C,cat_6,29
1668,B,cat_4,18
1669,D,cat_8,16
1670,B,cat_8,59
1671,A,cat_8,96
1672,B,cat_7,20
1673,C,cat_3,44
1674,D,cat_3,71
1675,D,cat_6,81
1676,B,cat_6,23
1677,A,cat_5,20
1678,C,cat_6,94
1679,D,cat_6,91
1680,A,cat_1,92
1681,A,cat_5,27
1682,D,cat_4,72
1683,D,cat_7,23
1684,C,cat_7,86
1685,A,cat_8,23
1686,C,cat_6,85
1687,D,cat_1,45
1688,D,cat_6,0
1689,A,cat_2,4
1690,B,cat_5,98
1691,B,cat_2,25
1692,C,cat_1,9
1693,D,cat_8,8
1694,B,cat_6,52
1695,B,cat_1,69
1696,C,cat_1,13
1697,A,cat_7,50
1698,D,cat_1,57
1699,D,cat_1,50
1700,A,cat_1,23
1701,D,cat_1,86
1702,A,cat_1,69
1703,D,cat_1,92
1704,C,cat_1,39
1705,D,cat_7,58
1706,C,cat_5,2
1707,A,cat_8,30
1708,B,cat_4,10
1709,D,cat_1,3
1710,A,cat_4,99
1711,B,cat_6,14
1712,C,cat_7,49
1713,D,cat_3,37
1714,C,cat_3,73
1715,A,cat_4,95
1716,D,cat_8,14
1717,B,cat_1,74
1718,C,cat_6,11
1719,C,cat_8,98
1720,B,cat_7,55
1721,A,cat_5,48
1722,D,cat_2,66
1723,C,cat_1,47
1724,A,cat_7,0
1725,C,cat_5,60
1726,B,cat_7,14
1727,B,cat_7,66
1728,C,cat_7,18
1729,D,cat_6,69
1730,A,cat_1,32
1731,C,cat_8,74
1732,D,cat_4,51
1733,A,cat_6,70
1734,D,cat_2,29
1735,B,cat_7,39
1736,A,cat_1,10
1737,D,cat_1,35
1738,C,cat_6,6
1739,D,cat_7,43
1740,D,cat_6,24
1741,C,cat_2,71
1742,A,cat_2,17
1743,D,cat_7,83
1744,D,cat_8,31
1745,D,cat_1,4
1746,D,cat_7,53
1747,D,cat_5,55
1748,A,cat_5,78
1749,B,cat_7,0
1750,A,cat_2,22
1751,D,cat_4,28
1752,C,cat_6,38
1753,C,cat_2,10
1754,C,cat_6,0
1755,B,cat_2,1
1756,C,cat_3,41
1757,A,cat_1,72
1758,D,cat_3,80
1759,B,cat_4,88
1760,C,cat_2,95
1761,A,cat_2,11
1762,B,cat_6,56
1763,C,cat_6,82
1764,C,cat_7,35
1765,A,cat_1,64
1766,C,cat_4,70
1767,B,cat_2,8
1768,D,cat_4,39
1769,D,cat_2,78
1770,B,cat_3,40
1771,D,cat_5,82
1772,A,cat_1,89
1773,D,cat_1,57
1774,B,cat_2,51
1775,A,cat_3,44
1776,B,cat_5,28
1777,D,cat_6,11
1778,B,cat_6,44
1779,A,cat_3,14
1780,D,cat_1,15
1781,B,cat_2,20
1782,C,cat_1,87
1783,D,cat_7,87
1784,C,cat_6,93
1785,B,cat_5,59
1786,C,cat_5,58
1787,C,cat_8,73
1788,C,cat_4,73
1789,D,cat_8,32
1790,D,cat_3,60
1791,B,cat_5,46
1792,C,cat_5,50
1793,A,cat_2,9
1794,C,cat_2,61
1795,B,cat_6,95
1796,A,cat_1,36
1797,B,cat_6,12
1798,D,cat_6,19
1799,A,cat_6,31
1800,A,cat_7,90
1801,D,cat_4,25
1802,A,cat_4,20
1803,C,cat_7,66
1804,A,cat_1,71
1805,B,cat_2,40
1806,C,cat_5,3
1807,A,cat_7,43
1808,D,cat_3,86
1809,D,cat_5,83
1810,C,cat_2,29
1811,C,cat_3,4
1812,B,cat_1,26
1813,C,cat_6,25
1814,A,cat_6,44
1815,B,cat_6,72
1816,C,cat_4,79
1817,B,cat_2,65
1818,C,cat_1,24
1819,A,cat_5,9
1820,A,cat_1,84
1821,C,cat_3,23
1822,A,cat_8,85
1823,D,cat_6,76
1824,A,cat_4,73
1825,B,cat_6,83
1826,B,cat_8,5
1827,C,cat_3,6
1828,A,cat_5,81
1829,B,cat_7,24
1830,B,cat_8,8
1831,B,cat_4,18
1832,A,cat_1,62
1833,B,cat_3,78
1834,D,cat_7,13
1835,D,cat_8,11
1836,B,cat_1,33
1837,A,cat_1,71
1838,C,cat_4,44
1839,A,cat_8,96
1840,B,cat_4,1
1841,A,cat_6,34
1842,A,cat_7,75
1843,C,cat_3,51
1844,D,cat_2,34
1845,B,cat_6,63
1846,A,cat_1,18
1847,B,cat_3,22
1848,C,cat_3,52
1849,D,cat_6,19
1850,A,cat_1,3
1851,D,cat_4,3
1852,C,cat_7,39
1853,C,cat_2,45
1854,A,cat_4,79
1855,B,cat_1,27
1856,B,cat_8,60
1857,D,cat_6,59
1858,B,cat_5,98
1859,B,cat_4,74
1860,C,cat_2,24
1861,A,cat_4,48
1862,C,cat_2,34
1863,D,cat_7,92
1864,D,cat_1,55
1865,C,cat_7,37
1866,B,cat_4,71
1867,B,cat_8,32
1868,D,cat_5,87
1869,C,cat_4,43
1870,B,cat_7,67
1871,B,cat_4,8
1872,A,cat_8,41
1873,B,cat_7,26
1874,B,cat_3,60
1875,D,cat_3,4
1876,D,cat_3,63
1877,C,cat_6,41
1878,D,cat_7,93
1879,D,cat_4,61
1880,A,cat_2,27
1881,B,cat_8,95
1882,B,cat_5,68
1883,B,cat_8,35
1884,C,cat_8,28
1885,D,cat_4,50
1886,B,cat_1,63
1887,B,cat_5,46
1888,C,cat_2,52
1889,D,cat_3,77
1890,B,cat_3,11
1891,D,cat_8,32
1892,D,cat_2,56
1893,A,cat_8,93
1894,B,cat_3,54
1895,B,cat_1,1
1896,C,cat_8,58
1897,B,cat_8,59
1898,C,cat_3,91
1899,A,cat_5,34
1900,A,cat_5,60
1901,A,cat_5,98
1902,B,cat_2,80
1903,A,cat_7,60
1904,C,cat_6,60
1905,A,cat_7,47
1906,D,cat_3,68
1907,A,cat_6,50
1908,C,cat_1,28
1909,D,cat_7,58
1910,C,cat_2,6
1911,D,cat_7,22
1912,A,cat_6,26
1913,A,cat_4,72
1914,C,cat_7,11
1915,B,cat_6,21
1916,D,cat_2,61
1917,B,cat_7,96
1918,D,cat_3,40
1919,C,cat_3,3
1920,C,cat_4,55
1921,D,cat_6,37
1922,A,cat_2,7
1923,B,cat_3,11
1924,D,cat_4,88
1925,D,cat_8,31
1926,A,cat_4,85
1927,C,cat_3,33
1928,B,cat_2,17
1929,A,cat_2,19
1930,C,cat_2,47
1931,B,cat_3,61
1932,B,cat_3,95
1933,B,cat_1,96
1934,C,cat_2,85
1935,A,cat_7,17
1936,A,cat_5,35
1937,B,cat_8,94
1938,D,cat_5,18
1939,B,cat_3,99
1940,C,cat_7,89
1941,B,cat_4,98
1942,A,cat_2,18
1943,C,cat_1,0
1944,D,cat_6,57
1945,B,cat_7,66
1946,B,cat_8,2
1947,C,cat_6,23
1948,B,cat_4,55
1949,D,cat_3,94
1950,C,cat_3,63
1951,D,cat_7,99
1952,D,cat_1,40
1953,D,cat_3,53
1954,A,cat_2,21
1955,D,cat_6,53
1956,B,cat_1,96
1957,C,cat_2,64
1958,A,cat_8,76
1959,C,cat_1,37
1960,A,cat_6,47
1961,D,cat_8,73
1962,C,cat_6,59
1963,B,cat_3,48
1964,C,cat_8,5
1965,A,cat_1,84
1966,A,cat_7,80
1967,D,cat_6,82
1968,D,cat_8,55
1969,C,cat_4,65
1970,C,cat_2,8
1971,C,cat_4,27
1972,D,cat_8,81
1973,B,cat_3,88
1974,D,cat_1,26
1975,B,cat_7,67
1976,A,cat_3,71
1977,D,cat_5,18
1978,B,cat_4,73
1979,C,cat_6,29
1980,D,cat_5,8
1981,B,cat_3,57
1982,B,cat_5,44
1983,C,cat_4,3
1984,B,cat_7,5
1985,D,cat_2,56
1986,B,cat_4,64
1987,C,cat_6,2
1988,B,cat_3,61
1989,A,cat_1,81
1990,B,cat_7,4
1991,B,cat_1,38
1992,A,cat_2,51
1993,B,cat_2,10
1994,C,cat_1,13
1995,C,cat_7,50
1996,D,cat_4,1
1997,A,cat_1,70
1998,C,cat_1,11
1999,D,cat_4,90
2000,B,cat_8,68
2001,C,cat_4,13
2002,B,cat_2,17
2003,B,cat_2,32
2004,B,cat_7,48
2005,D,cat_5,75
2006,D,cat_5,32
2007,C,cat_1,34
2008,D,cat_3,76
2009,A,cat_6,51
2010,C,cat_5,0
2011,A,cat_7,80
2012,C,cat_8,30
2013,B,cat_1,43
2014,A,cat_6,79
2015,D,cat_1,77
2016,C,cat_8,32
2017,C,cat_7,24
2018,A,cat_4,58
2019,C,cat_6,0
2020,B,cat_6,2
2021,C,cat_4,30
2022,A,cat_1,50
2023,D,cat_4,22
2024,B,cat_5,94
2025,A,cat_4,57
2026,D,cat_2,72
2027,A,cat_5,68
2028,A,cat_2,96
2029,A,cat_2,40
2030,A,cat_6,20
2031,B,cat_1,44
2032,C,cat_6,23
2033,D,cat_6,86
2034,A,cat_2,6
2035,B,cat_7,22
2036,A,cat_1,51
2037,D,cat_2,32
2038,A,cat_5,94
2039,D,cat_1,62
2040,C,cat_3,46
2041,B,cat_2,62
2042,B,cat_7,64
2043,B,cat_6,90
2044,A,cat_7,5
2045,C,cat_4,6
2046,B,cat_7,81
2047,A,cat_1,43
2048,C,cat_2,41
2049,A,cat_4,65
2050,C,cat_4,21
2051,D,cat_2,29
2052,B,cat_6,82
2053,D,cat_3,27
2054,C,cat_6,12
2055,B,cat_8,18
2056,C,cat_3,84
2057,C,cat_6,91
2058,D,cat_8,32
2059,D,cat_5,46
2060,B,cat_4,51
2061,C,cat_2,83
2062,C,cat_4,71
2063,D,cat_4,14
2064,D,cat_4,92
2065,A,cat_6,84
2066,B,cat_3,88
2067,D,cat_3,43
2068,C,cat_2,91
2069,D,cat_5,24
2070,C,cat_8,41
2071,D,cat_4,7
2072,D,cat_4,19
2073,C,cat_4,48
2074,D,cat_5,99
2075,D,cat_3,64
2076,B,cat_2,51
2077,C,cat_2,16
2078,D,cat_7,36
2079,A,cat_8,28
2080,B,cat_3,74
2081,C,cat_7,71
2082,D,cat_1,68
2083,C,cat_1,37
2084,A,cat_2,5
2085,D,cat_1,87
2086,D,cat_5,48
2087,A,cat_5,23
2088,A,cat_4,0
2089,A,cat_2,91
2090,A,cat_6,44
2091,A,cat_6,94
2092,A,cat_6,0
2093,B,cat_1,69
2094,C,cat_7,54
2095,C,cat_4,32
2096,C,cat_5,93
2097,A,cat_5,44
2098,A,cat_2,88
2099,D,cat_4,9
2100,A,cat_1,87
2101,B,cat_5,36
2102,A,cat_8,23
2103,A,cat_3,57
2104,B,cat_5,36
2105,A,cat_6,60
2106,A,cat_8,65
2107,C,cat_3,63
2108,A,cat_8,21
2109,A,cat_7,30
2110,A,cat_4,46
2111,C,cat_6,91
2112,C,cat_2,21
2113,C,cat_7,33
2114,B,cat_8,40
2115,A,cat_1,33
2116,A,cat_5,13
2117,A,cat_2,28
2118,B,cat_5,75
2119,D,cat_8,40
2120,B,cat_3,71
2121,A,cat_1,75
2122,B,cat_1,71
2123,B,cat_6,12
2124,A,cat_3,93
2125,C,cat_7,32
2126,C,cat_5,31
2127,D,cat_4,29
2128,A,cat_2,31
2129,C,cat_2,12
2130,B,cat_4,90
2131,A,cat_1,70
2132,A,cat_8,72
2133,A,cat_4,38
2134,D,cat_2,18
2135,C,cat_7,90
2136,A,cat_4,78
2137,D,cat_7,89
2138,A,cat_5,34
2139,B,cat_5,66
2140,C,cat_1,33
2141,A,cat_8,14
2142,A,cat_2,15
2143,C,cat_3,33
2144,A,cat_4,17
2145,C,cat_3,70
2146,B,cat_6,94
2147,A,cat_3,60
2148,C,cat_3,24
2149,C,cat_4,94
2150,B,cat_3,62
2151,C,cat_3,3
2152,B,cat_2,87
2153,C,cat_6,62
2154,B,cat_5,48
2155,C,cat_5,80
2156,A,cat_1,38
2157,A,cat_5,81
2158,B,cat_7,36
2159,B,cat_7,69
2160,A,cat_4,36
2161,A,cat_3,87
2162,D,cat_2,17
2163,B,cat_5,83
2164,D,cat_1,93
2165,B,cat_6,15
2166,D,cat_2,97
2167,B,cat_2,27
2168,B,cat_7,45
2169,D,cat_7,16
2170,A,cat_6,75
2171,B,cat_8,45
2172,B,cat_8,21
2173,C,cat_2,95
2174,D,cat_5,27
2175,D,cat_4,18
2176,B,cat_3,28
2177,D,cat_7,36
2178,B,cat_7,72
2179,A,cat_6,92
2180,C,cat_5,28
2181,D,cat_3,1
2182,B,cat_7,76
2183,A,cat_3,64
2184,B,cat_4,15
2185,B,cat_4,53
2186,B,cat_6,45
2187,C,cat_1,55
2188,D,cat_4,85
2189,D,cat_7,37
2190,A,cat_6,34
2191,D,cat_2,55
2192,B,cat_8,61
2193,C,cat_5,98
2194,D,cat_4,0
2195,C,cat_1,66
2196,B,cat_4,26
2197,C,cat_4,43
2198,B,cat_7,45
2199,D,cat_3,68
2200,D,cat_8,40
2201,C,cat_6,22
2202,C,cat_2,12
2203,C,cat_5,10
2204,D,cat_5,1
2205,A,cat_1,70
2206,A,cat_4,94
2207,B,cat_8,81
2208,A,cat_8,61
2209,A,cat_6,51
2210,B,cat_1,37
2211,A,cat_1,35
2212,B,cat_5,21
2213,D,cat_5,18
2214,D,cat_1,39
2215,C,cat_5,34
2216,B,cat_3,65
2217,B,cat_1,78
2218,C,cat_3,85
2219,D,cat_4,63
2220,D,cat_7,94
2221,B,cat_4,40
2222,A,cat_5,12
2223,B,cat_1,56
2224,C,cat_6,89
2225,B,cat_4,97
2226,A,cat_7,67
2227,D,cat_4,81
2228,C,cat_6,39
2229,C,cat_1,1
2230,B,cat_5,95
2231,B,cat_1,0
2232,C,cat_4,18
2233,B,cat_5,42
2234,A,cat_2,62
2235,C,cat_2,48
2236,A,cat_5,90
2237,D,cat_2,45
2238,A,cat_6,74
2239,A,cat_3,40
2240,A,cat_7,43
2241,B,cat_8,11
2242,D,cat_1,55
2243,D,cat_3,68
2244,C,cat_5,75
2245,A,cat_5,50
2246,A,cat_2,35
2247,A,cat_6,6
2248,A,cat_1,66
2249,B,cat_4,84
2250,C,cat_2,19
2251,B,cat_2,42
2252,C,cat_8,31
2253,C,cat_3,22
2254,C,cat_2,41
2255,B,cat_6,14
2256,C,cat_3,91
2257,D,cat_5,74
2258,A,cat_3,42
2259,A,cat_7,35
2260,C,cat_5,69
2261,C,cat_8,39
2262,C,cat_4,71
2263,A,cat_8,94
2264,B,cat_4,7
2265,B,cat_2,17
2266,A,cat_6,29
2267,D,cat_8,2
2268,A,cat_7,2
2269,A,cat_2,49
2270,A,cat_6,44
2271,A,cat_5,27
2272,C,cat_5,7
2273,D,cat_7,10
2274,C,cat_8,87
2275,A,cat_2,74
2276,C,cat_6,50
2277,D,cat_5,36
2278,C,cat_7,27
2279,A,cat_6,65
2280,C,cat_5,81
2281,B,cat_3,43
2282,A,cat_1,17
2283,C,cat_1,95
2284,B,cat_4,61
2285,A,cat_8,79
2286,D,cat_7,56
2287,B,cat_8,5
2288,C,cat_4,13
2289,D,cat_4,3
2290,B,cat_5,86
2291,B,cat_1,89
2292,D,cat_2,63
2293,D,cat_7,41
2294,C,cat_8,84
2295,C,cat_6,83
2296,B,cat_4,17
2297,B,cat_8,41
2298,D,cat_2,31
2299,C,cat_2,33
2300,B,cat_6,29
2301,C,cat_2,72
2302,C,cat_6,5
2303,A,cat_1,83
2304,D,cat_1,10
2305,A,cat_2,76
2306,B,cat_6,78
2307,B,cat_8,60
2308,A,cat_8,51
2309,A,cat_4,12
2310,B,cat_2,78
2311,B,cat_6,56
2312,B,cat_2,23
2313,A,cat_5,32
2314,B,cat_8,92
2315,C,cat_7,91
2316,C,cat_7,4
2317,C,cat_2,83
2318,C,cat_4,38
2319,B,cat_5,77
2320,C,cat_4,95
2321,C,cat_3,80
2322,C,cat_7,45
2323,D,cat_7,83
2324,D,cat_8,34
2325,A,cat_4,61
2326,C,cat_3,18
2327,C,cat_6,91
2328,C,cat_6,41
2329,D,cat_2,13
2330,B,cat_8,92
2331,B,cat_3,39
2332,D,cat_2,94
2333,D,cat_5,10
2334,B,cat_3,49
2335,B,cat_8,36
2336,B,cat_6,79
2337,D,cat_3,98
2338,D,cat_6,54
2339,D,cat_4,70
2340,D,cat_6,59
2341,A,cat_4,9
2342,B,cat_7,76
2343,B,cat_2,57
2344,A,cat_3,52
2345,B,cat_3,61
2346,B,cat_6,0
2347,B,cat_7,9
2348,A,cat_1,84
2349,B,cat_4,11
2350,C,cat_7,56
2351,C,cat_7,40
2352,A,cat_4,38
2353,D,cat_4,84
2354,C,cat_3,22
2355,B,cat_7,10
2356,B,cat_3,94
2357,C,cat_7,8
2358,B,cat_4,29
2359,A,cat_7,85
2360,D,cat_6,78
2361,A,cat_8,54
2362,D,cat_4,51
2363,C,cat_8,5
2364,D,cat_3,33
2365,B,cat_3,10
2366,D,cat_2,50
2367,A,cat_3,11
2368,A,cat_6,49
2369,B,cat_6,30
2370,B,cat_1,23
2371,D,cat_5,32
2372,D,cat_2,25
2373,D,cat_7,83
2374,D,cat_1,82
2375,A,cat_8,99
2376,D,cat_6,4
2377,A,cat_5,32
2378,A,cat_1,89
2379,A,cat_6,20
2380,B,cat_7,16
2381,C,cat_5,32
2382,B,cat_4,90
2383,C,cat_7,3
2384,A,cat_8,32
2385,C,cat_8,44
2386,A,cat_5,45
2387,D,cat_4,50
2388,D,cat_7,78
2389,C,cat_1,93
2390,A,cat_1,37
2391,B,cat_6,96
2392,B,cat_4,90
2393,B,cat_6,85
2394,C,cat_8,71
2395,B,cat_6,7
2396,C,cat_1,11
2397,D,cat_5,0
2398,D,cat_3,21
2399,A,cat_7,61
2400,D,cat_8,76
2401,B,cat_3,26
2402,C,cat_6,87
2403,B,cat_7,49
2404,A,cat_2,54
2405,C,cat_1,32
2406,A,cat_4,62
2407,A,cat_1,25
2408,D,cat_3,91
2409,C,cat_6,89
2410,D,cat_7,61
2411,D,cat_8,19
2412,C,cat_7,50
